"signature"	"gene"	"PageRank"	"PPI_cat"	"EigenCentrality"	"p.PageRank"	"rank_by_p.PR"	"rank_by_PR"	"annd"	"p.annd"	"strength"	"rank_by_strength"	"normalized.strength"	"rank_by_normalized.strength"	"rank_by_ANND"	"rank_by_p.ANND"
"HiG_blood"	"Adam15"	0.000783160108667387	"HiG"	0.0125796066309062	0.433	270.5	327	59.6199058869672	0	1.06439440580764	359	0.0019075168562861	359	369	279
"HiG_blood"	"Afap1l1"	0.000577795603710534	"HiG"	0.000899680664448445	0.178	14	425	56.0301666030114	0	0.314212026512513	478	0.000563103990165794	478	387	279
"HiG_blood"	"Afdn"	0.00165712339477705	"HiG"	0.140913943807932	0.375	197	174	150.294732194738	0	3.76607502592926	182	0.00674923839772268	182	29	279
"HiG_blood"	"Akr1a1"	0.00157699256336536	"HiG"	0.0566123376429145	0.519	349	184	67.437219558659	0	3.90737522903472	177	0.00700246456816259	177	342	279
"HiG_blood"	"Amotl1"	0.000805112365611671	"HiG"	0.0455224868433492	0.493	329	321	126.451565216871	0	1.51065857815918	304	0.00270727343756126	304	80	279
"HiG_blood"	"Anxa2"	0.0030666505005724	"HiG"	0.22089434402394	0.593	404	67	109.072540299278	0	8.67266237943532	63	0.0155424056979128	63	157	279
"HiG_blood"	"Anxa3"	0.000606676787112431	"HiG"	0.0257153200481206	0.474	314.5	412	138.803102070381	0	0.908027186231214	383	0.00162728886421365	383	60	279
"HiG_blood"	"Anxa5"	0.00284928422174487	"HiG"	0.178482159354567	0.498	334	76	111.744758241857	0	7.48224297479645	79	0.013409037589241	79	148	279
"HiG_blood"	"Anxa6"	0.001021716653794	"HiG"	0.0645421615624776	0.627	430	271	116.025152957673	0	2.3355447343618	247	0.0041855640400749	247	121	279
"HiG_blood"	"Anxa7"	0.000653124017384093	"HiG"	0.0256182715932377	0.647	447	393	97.2994149353746	0	1.1576832686468	349	0.00207470119829176	349	219	279
"HiG_blood"	"Ap1s1"	0.00332555017425065	"HiG"	0.0663932992725011	0.676	467.5	60	49.3179708922168	0	9.482	55	0.0169928315412186	55	418	279
"HiG_blood"	"Ap2m1"	0.00670567220921917	"HiG"	0.202886489362515	0.507	339	18	67.6201838762821	0	18.817	20	0.0337222222222222	20	341	279
"HiG_blood"	"Ap2s1"	0.00218805903474233	"HiG"	0.0747099105062529	0.583	397.5	122	46.4266022187772	0	6.08160755552903	110	0.0108989382715574	110	438	279
"HiG_blood"	"Aplnr"	0.000574559212572619	"HiG"	0.014803592848031	0.325	147	426	130.670711122186	0	0.717323490324055	408	0.00128552596832268	408	72	279
"HiG_blood"	"Apoe"	0.00283530343163478	"HiG"	0.102256414734599	0.274	88	77	103.775165724407	0	6.24638043498488	109	0.0111942301702238	109	186	279
"HiG_blood"	"Arf4"	0.00235488719824468	"HiG"	0.105218125377198	0.774	532	107	69.6638040976804	0	6.89419331955662	94	0.0123551851604957	94	338	279
"HiG_blood"	"Arf6"	0.0105686732576396	"HiG"	0.44251394034419	0.476	317.5	9	94.3974292727037	0	30.964	9	0.0554910394265233	9	233	279
"HiG_blood"	"Arhgap31"	0.000735757380044014	"HiG"	0.0822197539239883	0.883	557	354	180.07981207025	0	1.55661255929051	299	0.00278962824245611	299	7	279
"HiG_blood"	"Arhgdia"	0.0110830298111453	"HiG"	0.48588834494984	0.604	410.5	8	93.1729881415769	0	33.141	7	0.0593924731182796	7	238	279
"HiG_blood"	"Arhgdib"	0.00212787341053013	"HiG"	0.194438516210677	0.738	513.5	124	118.661449326827	0	6.0611464659152	111	0.0108622696521778	111	111	279
"HiG_blood"	"Arhgef15"	0.000699921253089415	"HiG"	0.0603579256151787	0.427	261	371	170.360760442792	0	1.24466761056526	331	0.00223058711570835	331	11	279
"HiG_blood"	"Arl6ip1"	0.00254762243835698	"HiG"	0.0462040922009572	0.254	61.5	91	49.0527849341628	0	5.86996740928826	115	0.0105196548553553	115	420	279
"HiG_blood"	"Arl6ip5"	0.000752406622130571	"HiG"	0.0131807488755819	0.271	84	346	53.7246210378626	0	1.2129370881685	340	0.00217372238023028	340	400	279
"HiG_blood"	"Armcx2"	0.000574058908772522	"HiG"	0.00427228017501865	0.291	104	428	46.4698113580574	0	0.573839296479966	432	0.0010283858359856	432	436	279
"HiG_blood"	"Arpc1b"	0.00301303132052363	"HiG"	0.222722610675418	0.693	484	70	89.4539508152228	0	8.94904821188001	58	0.0160377208098208	58	249	279
"HiG_blood"	"Arpc2"	0.00304973064586115	"HiG"	0.254937680834127	0.56	383.5	69	96.4120012016207	0	9.08465096216125	56	0.0162807364913284	56	223	279
"HiG_blood"	"Arpc3"	0.00238033611373486	"HiG"	0.203783132123642	0.635	435.5	103	92.2143874265135	0	7.01756489865843	88	0.0125762811803914	88	243	279
"HiG_blood"	"Arpc4"	0.00696368214623578	"HiG"	0.341320962107804	0.554	377	16	80.3494218682531	0	20.843	17	0.0373530465949821	17	296	279
"HiG_blood"	"Arpc5"	0.00242995032955963	"HiG"	0.208743178134504	0.7	488	99	95.1781698788347	0	7.11637550465094	83	0.0127533611194461	83	230	279
"HiG_blood"	"Atf3"	0.000858738574200922	"HiG"	0.0511610648528364	0.3	119.5	311	147.018216453071	0	1.55022892342684	300	0.00277818803481512	300	37	279
"HiG_blood"	"Atp1a1"	0.00162722939578272	"HiG"	0.0676657642969027	0.578	396	180	75.9598367856076	0	4.11749465537467	166	0.00737902267988292	166	311	279
"HiG_blood"	"Atp1b3"	0.00358426709206582	"HiG"	0.0666128310496862	0.433	270.5	54	77.7196637859595	0	8.447	67	0.0151379928315412	67	307	279
"HiG_blood"	"Atp2b1"	0.00122183292672735	"HiG"	0.0568149632658947	0.54	361	236	84.8297925822059	0	2.86500935447927	213	0.0051344253664503	213	274	279
"HiG_blood"	"Atp6v0b"	0.00175273913870613	"HiG"	0.0237942650463359	0.291	104	160	35.3624610962364	0	3.88011163693276	180	0.00695360508410888	180	482	279
"HiG_blood"	"B2m"	0.00145661443212487	"HiG"	0.102277922255067	0.55	373	202	129.863717965624	0	3.52233125943493	189	0.00631242161189056	189	74	279
"HiG_blood"	"Bambi"	0.000646221081505226	"HiG"	0.0222949383619008	0.43	266	397	123.481207609416	0	0.957376013535759	377	0.00171572762282394	377	91	279
"HiG_blood"	"Basp1"	0.00102561887201786	"HiG"	0.0350299950842575	0.532	355	270	87.4817938134806	0	2.05700438988621	264	0.003686387795495	264	264	279
"HiG_blood"	"BC028528"	0.0017943656917269	"HiG"	5.97662301542175e-21	0.139	5.5	156	1	0	0.00740529263802434	554.5	1.32711337599003e-05	555	556.5	279
"HiG_blood"	"Bex1"	0.00088418658357473	"HiG"	0.0300738657943279	0.235	47	299	127.726219969967	0	0.924803973691323	380	0.00165735479156151	380	77	279
"HiG_blood"	"Bex4"	0.000461875726686884	"HiG"	0.000195716260213432	0.226	37	472	18.9944563607158	0	0.143728908301863	513	0.000257578688713015	513	537	279
"HiG_blood"	"Bin1"	0.00245824232137763	"HiG"	0.1758685772412	0.558	379.5	97	101.382527400001	0	6.74660126284397	97	0.0120906832667455	97	202	279
"HiG_blood"	"Bola2"	0.000862612768212842	"HiG"	0.0073160959981568	0.414	246	307	34.4212329445063	0	1.66814342611462	292	0.00298950434787566	292	485	279
"HiG_blood"	"Bst2"	0.000531101442166151	"HiG"	0.00261265855949117	0.453	298.5	443	51.454299674032	0	0.609262005725534	427	0.00109186739377336	427	407	279
"HiG_blood"	"Cald1"	0.0012883146534235	"HiG"	0.0739287796409138	0.436	275.5	225	124.331527191125	0	2.96137083364096	210	0.00530711618932071	210	89	279
"HiG_blood"	"Calm1"	0.00146209307854592	"HiG"	0.104169087154437	0.767	529	199	112.858938110474	0	3.85182583251405	181	0.00690291367834059	181	138	279
"HiG_blood"	"Calm2"	0.00232700732037996	"HiG"	0.165975454399003	0.758	526	112	103.53901240106	0	6.55840332225094	101	0.0117534109717759	101	188	279
"HiG_blood"	"Calm3"	0.0261039186965236	"HiG"	0.711185118124072	0.322	141.5	3	82.8266494178524	0	71.889	3	0.128833333333333	3	282	279
"HiG_blood"	"Calr"	0.0045024494287211	"HiG"	0.176797597351612	0.682	472	38	78.8911442500809	0	13.4795735717505	32	0.0241569418848576	32	301	279
"HiG_blood"	"Calu"	0.00568122902260561	"HiG"	0.129886504463107	0.698	487	26	83.1398359695372	0	17.07	24	0.0305913978494624	24	280	279
"HiG_blood"	"Camk2d"	0.000798713492703225	"HiG"	0.042290975792505	0.765	528	324	101.202712944749	0	1.67215677410421	289	0.00299669672778532	289	203	279
"HiG_blood"	"Capn2"	0.00111610449288542	"HiG"	0.0776489246697004	0.484	326	253	145.993339097197	0	2.42831614454243	241	0.00435182104756707	241	40	279
"HiG_blood"	"Capns1"	0.00142632422948311	"HiG"	0.0798349957740202	0.56	383.5	206	93.5317056724412	0	3.44852389731241	193	0.00618015035360647	193	236	279
"HiG_blood"	"Capzb"	0.0114315758468698	"HiG"	0.39972140663581	0.458	305	7	77.8589463462005	0	32.952	8	0.0590537634408602	8	304	279
"HiG_blood"	"Car2"	0.000937318029546436	"HiG"	0.0579823791828224	0.418	249	287	144.21448097068	0	1.82374484716253	279	0.00326835994115149	279	43	279
"HiG_blood"	"Carhsp1"	0.000580835094077525	"HiG"	0.00301650299590258	0.442	284.5	423	40.2245422958762	0	0.867172311443146	391	0.00155407224272965	391	459	279
"HiG_blood"	"Cbfb"	0.000889392643414508	"HiG"	0.0229515319709337	0.264	73.5	297	118.165678749338	0	1.20955139369475	341	0.00216765482740995	341	113	279
"HiG_blood"	"Ccn1"	0.00133067078305791	"HiG"	0.0764184832597959	0.379	202	222	139.514826808778	0	2.71114712110686	222	0.0048586865969657	222	56	279
"HiG_blood"	"Ccnd1"	0.00309387212776517	"HiG"	0.186723441771771	0.47	311	66	112.12726509251	0	8.02789976317698	70	0.01438691713831	70	144	279
"HiG_blood"	"Ccnd3"	0.00106485426761171	"HiG"	0.0710456150312391	0.34	159	263	144.982812579198	0	2.14518904254903	259	0.00384442480743553	259	42	279
"HiG_blood"	"Cd151"	0.00153173052522419	"HiG"	0.095142783210035	0.712	499	190	108.979172356585	0	3.88754716977553	179	0.00696693041178411	179	159	279
"HiG_blood"	"Cd24a"	0.000937371191034193	"HiG"	0.0583317017246539	0.426	260	286	166.345739131682	0	1.84325398133944	277	0.00330332254720329	277	15	279
"HiG_blood"	"Cd302"	0.000404520299287555	"HiG"	0.000307756028768016	0.368	189	499	42.1526712985325	0	0.154214974182459	510	0.00027637092147394	510	451	279
"HiG_blood"	"Cd34"	0.00186379965717431	"HiG"	0.0990586647414964	0.264	73.5	145	133.607371689773	0	3.99805663302788	172	0.00716497604485283	172	66	279
"HiG_blood"	"Cd38"	0.000712019674228712	"HiG"	0.0264253312606549	0.376	198	364	154.082071387561	0	1.12960354494303	353	0.00202437911280112	353	24	279
"HiG_blood"	"Cd47"	0.000936128700913622	"HiG"	0.0722070454396336	0.646	444.5	288	149.73505019728	0	2.04100381390271	265	0.00365771292814105	265	31	279
"HiG_blood"	"Cd59a"	0.000752750339306299	"HiG"	0.0252048436436944	0.423	256	345	106.108449721082	0	1.11802869829478	355	0.00200363566002649	355	178	279
"HiG_blood"	"Cd63"	0.00236628343720861	"HiG"	0.131276878027356	0.615	420	105	107.136547578882	0	6.25596141714826	108	0.0112114003891546	108	169	279
"HiG_blood"	"Cd81"	0.00234860335672214	"HiG"	0.117714294120274	0.539	359	110	102.264469970516	0	6.03355107847797	112	0.0108128155528279	112	196	279
"HiG_blood"	"Cd9"	0.00189230430906183	"HiG"	0.127412447439404	0.671	464	141	109.267719476217	0	4.99873292708037	134	0.00895830273670317	134	156	279
"HiG_blood"	"Cdc20"	0.00144367831017911	"HiG"	0.0511226686206103	0.249	53	204	84.1299460244253	0	2.9943759364862	209	0.0053662651191509	209	277	279
"HiG_blood"	"Cdc42"	0.0313001488471446	"HiG"	1	0.419	250	2	82.2628846411504	0	89.5640000000001	2	0.160508960573477	2	285	279
"HiG_blood"	"Cdc42ep1"	0.000936015286281701	"HiG"	0.0854768877241653	0.789	538	289	128.797548101419	0	2.13560171065264	260	0.0038272432090549	260	75	279
"HiG_blood"	"Cdc42ep5"	0.000822569580079428	"HiG"	0.0572338328004478	0.658	457	316	123.855183859572	0	1.66224310331925	293	0.00297893029268682	293	90	279
"HiG_blood"	"Cdc42se1"	0.00134120405823203	"HiG"	0.0491444244422883	0.547	366	220	70.2500878117317	0	2.847	215	0.00510215053763441	215	335	279
"HiG_blood"	"Cdh5"	0.00334048065201105	"HiG"	0.192523915855994	0.153	7	59	126.03304124216	0	7.31934928834638	81	0.0131171134199756	81	81	279
"HiG_blood"	"Cdk1"	0.00228547734185339	"HiG"	0.139963769692936	0.399	230.5	115	107.986495497274	0	5.66773150581576	117	0.0101572249208168	117	165	279
"HiG_blood"	"Cdkn1c"	0.00126450942379485	"HiG"	0.0527291119513581	0.451	292.5	229	106.290427639716	0	2.5558324355442	233	0.00458034486656667	233	174	279
"HiG_blood"	"Cdv3"	0.000385570459539032	"HiG"	0.00149582337912071	0.402	234	506	36.3429418822446	0	0.270086439644263	493	0.000484025877498679	493	478	279
"HiG_blood"	"Cers2"	0.00294707719234229	"HiG"	0.0157748552289426	0.306	125.5	73	37.2987303958178	0	6.695	98	0.0119982078853047	98	472	279
"HiG_blood"	"Cers5"	0.00192498109025366	"HiG"	0.00221183271687335	0.316	135.5	138	15.4285714285714	0	3.983	173	0.00713799283154122	173	546	279
"HiG_blood"	"Cfl2"	0.00347028790620977	"HiG"	0.28767718090269	0.805	545.5	56	105.249866866727	0	10.5024237465628	48	0.0188215479329083	48	180	279
"HiG_blood"	"Cgnl1"	0.000689188419836579	"HiG"	0.018249476218264	0.286	100	373	77.1392423302475	0	0.991605822067746	368	0.00177707136571281	368	308	279
"HiG_blood"	"Cib1"	0.00444436492249745	"HiG"	0.182156852359274	0.635	435.5	40	112.041626252829	0	12.372	38	0.0221720430107527	38	145	279
"HiG_blood"	"Ckap4"	0.000866853185007043	"HiG"	0.0272453262227723	0.719	503	305	79.1102938194023	0	1.93272648995472	273	0.00346366754472172	273	300	279
"HiG_blood"	"Cldn5"	0.0014191912108798	"HiG"	0.0803468073843744	0.219	30.5	207	141.477023026805	0	2.73641302036688	219	0.00490396598632057	219	47	279
"HiG_blood"	"Clec1b"	0.000543023115336915	"HiG"	0.0275614273690056	0.295	110	437	152.935190665279	0	0.694896032306576	412	0.00124533339123042	412	26	279
"HiG_blood"	"Clic1"	0.00151128688436495	"HiG"	0.0466376647214919	0.457	304	193	72.4557512190968	0	3.52176847133305	190	0.00631141303106282	190	328	279
"HiG_blood"	"Clta"	0.00656600336828049	"HiG"	0.21476514464959	0.63	432	19	67.2113627132413	0	19.696	18	0.0352974910394265	18	345	279
"HiG_blood"	"Clu"	0.00121292434206026	"HiG"	0.0395815912376069	0.39	220	237	116.357017291066	0	2.37757615965349	245	0.00426088917500626	245	117	279
"HiG_blood"	"Cmas"	0.000893505759165213	"HiG"	0.00194678037220731	0.276	90.5	296	25.3883768623462	0	1.33705504582778	325	0.00239615599610714	325	519	279
"HiG_blood"	"Cmtm3"	0.000666816691263096	"HiG"	0.000746255656177542	0.163	10	384	42.7856145765281	0	0.297778849998112	484	0.000533653853043211	484	446	279
"HiG_blood"	"Cmtm7"	0.000680893750046257	"HiG"	0.00115609100898953	0.156	8	376	23.9993582787384	0	0.415978397043316	462	0.000745480998285513	462	520	279
"HiG_blood"	"Cmtm8"	0.00088476911441564	"HiG"	0.00132471583053061	0.132	3.5	298	25.6796729825905	0	0.53100802201927	442	0.000951627279604426	442	517	279
"HiG_blood"	"Cnbp"	0.00447505452151338	"HiG"	0.0928390097999594	0.25	54.5	39	75.5800827423167	0	10.152	50	0.0181935483870968	50	312	279
